2025-12-01 15:36:42 [INFO] 2025-09-21 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:36:44 [INFO] 已写入 97649 行到 dws_visitor_path_track_heatmap
2025-12-01 15:36:44 [INFO] 2025-09-22 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:36:46 [INFO] 已写入 93200 行到 dws_visitor_path_track_heatmap
2025-12-01 15:36:46 [INFO] 2025-09-23 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:36:47 [INFO] 已写入 97683 行到 dws_visitor_path_track_heatmap
2025-12-01 15:36:48 [INFO] 2025-09-24 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:36:49 [INFO] 已写入 93849 行到 dws_visitor_path_track_heatmap
2025-12-01 15:36:49 [INFO] 2025-09-25 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:36:51 [INFO] 已写入 75677 行到 dws_visitor_path_track_heatmap
2025-12-01 15:36:51 [INFO] 2025-09-26 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:52 [INFO] 2025-08-01 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:52 [INFO] 已写入 49026 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:52 [INFO] 2025-08-02 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:53 [INFO] 已写入 48629 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:53 [INFO] 2025-08-03 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:54 [INFO] 已写入 48459 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:54 [INFO] 2025-08-04 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:55 [INFO] 已写入 48030 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:55 [INFO] 2025-08-05 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:57 [INFO] 已写入 48709 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:57 [INFO] 2025-08-06 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:49:59 [INFO] 已写入 48396 行到 dws_visitor_path_track_heatmap
2025-12-01 15:49:59 [INFO] 2025-08-07 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:01 [INFO] 已写入 48405 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:01 [INFO] 2025-08-08 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:03 [INFO] 已写入 49090 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:03 [INFO] 2025-08-09 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:05 [INFO] 已写入 48511 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:05 [INFO] 2025-08-10 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:07 [INFO] 已写入 48891 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:07 [INFO] 2025-08-11 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:09 [INFO] 已写入 48119 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:09 [INFO] 2025-08-12 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:11 [INFO] 已写入 49362 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:11 [INFO] 2025-08-13 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:13 [INFO] 已写入 48106 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:13 [INFO] 2025-08-14 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:15 [INFO] 已写入 48255 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:15 [INFO] 2025-08-15 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:17 [INFO] 已写入 48447 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:17 [INFO] 2025-08-16 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:19 [INFO] 已写入 48510 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:19 [INFO] 2025-08-17 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:21 [INFO] 已写入 48215 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:21 [INFO] 2025-08-18 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:23 [INFO] 已写入 48336 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:23 [INFO] 2025-08-19 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:25 [INFO] 已写入 48691 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:25 [INFO] 2025-08-20 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:27 [INFO] 已写入 48220 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:27 [INFO] 2025-08-21 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:29 [INFO] 已写入 48480 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:29 [INFO] 2025-08-22 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:31 [INFO] 已写入 49011 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:31 [INFO] 2025-08-23 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:33 [INFO] 已写入 48955 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:33 [INFO] 2025-08-24 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:35 [INFO] 已写入 48491 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:35 [INFO] 2025-08-25 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:37 [INFO] 已写入 48588 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:37 [INFO] 2025-08-26 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:39 [INFO] 已写入 48255 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:39 [INFO] 2025-08-27 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:41 [INFO] 已写入 48629 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:41 [INFO] 2025-08-28 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:43 [INFO] 已写入 48901 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:43 [INFO] 2025-08-29 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:45 [INFO] 已写入 48378 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:45 [INFO] 2025-08-30 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:47 [INFO] 已写入 48291 行到 dws_visitor_path_track_heatmap
2025-12-01 15:50:47 [INFO] 2025-08-31 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-01 15:50:48 [INFO] 已写入 36688 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:02 [INFO] 2025-08-01 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:03 [INFO] 已写入 48814 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:03 [INFO] 2025-08-02 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:04 [INFO] 已写入 48730 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:04 [INFO] 2025-08-03 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:05 [INFO] 已写入 48309 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:05 [INFO] 2025-08-04 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:06 [INFO] 已写入 48652 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:06 [INFO] 2025-08-05 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:07 [INFO] 已写入 48719 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:07 [INFO] 2025-08-06 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:08 [INFO] 已写入 48656 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:08 [INFO] 2025-08-07 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:09 [INFO] 已写入 48689 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:09 [INFO] 2025-08-08 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:10 [INFO] 已写入 48932 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:10 [INFO] 2025-08-09 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:10 [INFO] 已写入 48340 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:10 [INFO] 2025-08-10 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:11 [INFO] 已写入 48508 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:11 [INFO] 2025-08-11 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:12 [INFO] 已写入 48162 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:12 [INFO] 2025-08-12 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:13 [INFO] 已写入 48445 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:13 [INFO] 2025-08-13 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:14 [INFO] 已写入 48310 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:14 [INFO] 2025-08-14 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:15 [INFO] 已写入 48413 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:15 [INFO] 2025-08-15 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:16 [INFO] 已写入 48410 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:16 [INFO] 2025-08-16 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:17 [INFO] 已写入 48591 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:17 [INFO] 2025-08-17 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:18 [INFO] 已写入 48423 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:18 [INFO] 2025-08-18 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:19 [INFO] 已写入 48080 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:19 [INFO] 2025-08-19 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:20 [INFO] 已写入 48654 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:20 [INFO] 2025-08-20 已执行完成删除 dws_visitor_path_track_heatmap  的数据
2025-12-05 17:59:21 [INFO] 已写入 47755 行到 dws_visitor_path_track_heatmap
2025-12-05 17:59:21 [INFO] 2025-08-21 已执行完成删除 dws_visitor_path_track_heatmap  的数据
